0.2,20,4,0.5,1,0.3,random,100,100,6,-0.70465026144162912,33,6,-0.6636279388755858,2.603253126144409
0.2,20,4,0.5,1,0.3,fixed,100,100,6,-0.80975966110855235,4,6,-0.50339566474496589,2.791411876678467
0.2,20,4,0.5,1,0.4,random,100,100,8,-0.66345147037441932,31,8,-0.34313739149146394,4.1499950885772705
0.2,20,4,0.5,1,0.4,fixed,100,100,8,-0.30974720806157313,59,8,-0.41677668729400424,4.633114814758301
0.2,20,4,0.5,1,0.5,random,100,100,10,-0.30460637360892195,76,10,-0.17337148553750062,5.924755096435547
0.2,20,4,0.5,1,0.5,fixed,100,100,10,-0.52347479203740377,52,10,-0.29458311377513341,5.790585041046143
0.2,20,4,0.5,1,0.6,random,100,100,12,-0.30806819207888153,56,12,-0.19848723087573808,7.472805023193359
0.2,20,4,0.5,1,0.6,fixed,100,100,12,-0.25260172257297558,59,12,-0.24089810239849754,7.433198928833008
0.2,20,4,0.5,1,0.7,random,100,100,14,-0.43640604508697739,30,14,-0.28774871675228481,9.137586116790771
0.2,20,4,0.5,1,0.7,fixed,100,100,14,-0.48629710723224773,55,14,-0.10401457187417895,9.637140989303589
0.2,20,4,0.5,1,0.8,random,100,100,16,-0.17439133526743605,71,16,-0.10291293634343085,10.618466854095459
